name,author,content,tag
贈王山人,白居易,玉芝觀裡王居士，服氣餐霞善養身。夜後不聞龜喘息，秋來唯長鶴精神。容顏盡怪長如故，名姓多疑不是真。貴重榮華輕壽命，知君悶見世間人。,
寄李十一建,白居易,外事牽我形，外物誘我情。李君別來久，褊吝從中生。憶昨訪君時，立馬扣柴荊。有時君未起，稚子喜先迎。連步笑出門，衣翻冠或傾。掃階苔紋綠，拂榻藤陰清。家醞及春熟，園葵乘露烹。看山東亭坐，待月南原行。門靜唯鳥語，坊遠少鼓聲。相對盡日言，不及利與名。分手來幾時，明月三四盈。別時殘花落，及此新蟬鳴。芳歲忽已晚，離抱悵未平。豈不思命駕，吏職坐相縈。前時君有期，訪我來山城。心賞久雲阻，言約無自輕。相去幸非遠，走馬一日程。,
贈王山人,白居易,聞君減寢食，日聽神仙說。暗待非常人，潛求長生訣。言長本對短，未離生死轍。假使得長生，才能勝夭折。松樹千年朽，槿花一日歇。畢竟共虛空，何須誇歲月。彭殤徒自異，生死終無別。不如學無生，無生即無滅。,
酬張十八訪宿見贈自此後詩為贊善大夫時所,白居易,昔我為近臣，君常稀到門。今我官職冷，君君來往頻。我受狷介性，立為頑拙身。平生雖寡合，合即無緇磷。況君秉高義，富貴視如雲。五侯三相家，眼冷不見君。問其所與遊，獨言韓舍人。其次即及我，我愧非其倫。胡為謬相愛，歲晚逾勤勤？落然頹檐下，一話夜達晨。床單食味薄，亦不嫌我貧。日高上馬去，相顧猶逡巡。長安久無雨，日赤風昏昏。憐君將病眼，為我犯埃塵。遠從延康裡，來訪曲江濱。所重君子道，不獨愧相親。,
庭鬆,白居易,堂下何所有？十鬆當我階。亂立無行次，高下亦不齊。高者三丈長，下者十尺低。有如野生物，不知何人栽。接以青瓦屋，承之白沙臺。朝昏有風月，燥溼無塵泥。疏韻秋槭槭，涼陰夏悽悽。春深微雨夕，滿葉珠蓑蓑。歲暮大雪天，壓枝玉皚皚。四時各有趣，萬木非其儕。去年買此宅，多為人所咳。一家二十口，移轉就鬆來。移來有何得，但得煩襟開。即此是益友，豈必交賢才？顧我猶俗士，冠帶走塵埃。未稱為鬆主，時時一愧懷。,
夢仙,白居易,人有夢仙者，夢身升上清。坐乘一白鶴，前引雙紅旌。羽衣忽飄飄，玉鸞俄錚錚。半空直下視，人世塵冥冥。漸失鄉國處，才分山水形。東海一片白，列嶽五點青。須臾群仙來，相引朝玉京。安期羨門輩，列侍如公卿。仰謁玉皇帝，稽首前致誠。帝言汝仙才，努力勿自輕。卻後十五年，期汝不死庭。再拜受斯言，既寤喜且驚。祕之不敢洩，誓志居巖扃。恩愛舍骨肉，飲食斷羶腥。朝餐雲母散，夜吸沆瀣精。空山三十載，日望輜軿迎。前期過已久，鸞鶴無來聲。齒髮日衰白，耳目減聰明。一朝同物化，身與糞壤並。神仙信有之，俗力非可營。苟無金骨相，不列丹臺名。徒傳辟穀法，虛受燒丹經。只自取勤苦，百年終不成。悲哉夢仙人，一夢誤一生！,
傷宅,白居易,誰家起甲第，朱門大道邊？豐屋中櫛比，高牆外迴環。累累六七堂，棟宇相連延。一堂費百萬，鬱郁起青煙。洞房溫且清，寒暑不能幹。高堂虛且迥，坐臥見南山。繞廊紫藤架，夾砌紅藥欄。攀枝摘櫻桃，帶花移牡丹。主人此中坐，十載為大官。廚有臭敗肉，庫有貫朽錢。誰能將我語，問爾骨肉間：豈無窮賤者，忍不救飢寒？如何奉一身，直欲保千年？不見馬家宅，今作奉誠園。,
和《雉媒》,白居易,吟君雉媒什，一哂復一嘆。和之一何晚，今日仍成篇。豈唯鳥有之，抑亦人復然。張陳刎頸交，竟以勢不完。至今不平氣，塞絕泜水源。趙襄骨肉親，亦以利相殘。至今不善名，高於磨笄山。況此籠中雉，志在飲啄間。稻樑暫入口，性已隨人遷。身苦亦自忘，同族何足言？但恨為媒拙，不足以自全。勸君今日後，養鳥養青鸞。青鸞一失侶，至死守孤單。勸君今日後，結客結任安。主人賓客去，獨住在門闌。,
和《分水嶺》,白居易,高嶺峻稜稜，細泉流亹亹。勢分合不得，東西隨所委。悠悠草蔓底，濺濺石罅裡。分流來幾年，晝夜兩如此。朝宗遠不及，去海三千里。浸潤小無功，山苗長旱死。縈紆用無所，奔迫流不已。唯作嗚咽聲，夜入行人耳。有源殊不竭，無坎終難止。同出而異流，君看何所似。有似骨肉親，派別從茲始。又似勢利交，波瀾相背起。所以贈君詩，將君何所比。不比山上泉，比君井中水。,
寒食野望吟,白居易,烏啼鵲噪昏喬木，清明寒食誰家哭。風吹曠野紙錢飛，古墓壘壘春草綠。棠梨花映白楊樹，盡是死生別離處。冥冥重泉哭不聞，蕭蕭暮雨人歸去。,寒食節，思鄉詩
病中五絕句,白居易,世間生老病相隨，此事心中久自知。今日行年將七十，猶須慚愧病來遲。方寸成灰鬢作絲，假如強健亦何為。家無憂累身無事，正是安閒好病時。李君墓上鬆應拱，元相池頭竹盡枯。多幸樂天今始病，不知合要苦治無？李、元皆予執友也。杓直少予八歲，即世已九年。微之少予七年，薨已八年矣。今予始病，得非幸乎。目昏思寢即安眠，足軟妨行便坐禪。身作醫王心是藥，不勞和扁到門前。交親不要苦相憂，亦擬時時強出遊。但有心情何用腳，陸乘肩輿水乘舟。,
詠拙,白居易,所稟有巧拙，不可改者性。所賦有厚薄，不可移者命。我性愚且蠢，我命薄且屯。問我何以知，所知良有因。亦曾舉兩足，學人蹋紅塵。從茲知性拙，不解轉如輪。亦曾奮六翮，高飛到青雲。從茲知命薄，摧落不逡巡。慕貴而厭賤，樂富而惡貧。同此天地間，我豈異於人。性命苟如此，反則成苦辛。以此自安分，雖窮每欣欣。葺茅為我廬，編蓬為我門。縫布作袍被，種穀充盤飧。靜讀古人書，閒釣清渭濱。優哉復遊哉，聊以終吾身。,
燕詩示劉叟,白居易,樑上有雙燕，翩翩雄與雌。銜泥兩椽間，一巢生四兒。四兒日夜長，索食聲孜孜。青蟲不易捕，黃口無飽期。觜爪雖欲敝，心力不知疲。須臾十來往，猶恐巢中飢。辛勤三十日，母瘦雛漸肥。喃喃教言語，一一刷毛衣。一旦羽翼成，引上庭樹枝。舉翅不回顧，隨風四散飛。雌雄空中鳴，聲盡呼不歸。卻入空巢裡，啁啾終夜悲。燕燕爾勿悲，爾當返自思。思爾為雛日，高飛背母時。當時父母念，今日爾應知。,
哭王質夫,白居易,仙遊寺前別，別來十年餘。生別猶怏怏，死別復何如？客從梓潼來，道君死不虛。驚疑心未信，欲哭復踟躕。踟躕寢門側，聲發涕亦俱。衣上今日淚，篋中前月書。憐君古人風，重有君子儒。篇詠陶謝輩，風衿嵇阮徒。出身既蹇屯，生世仍須臾。誠知天至高，安得不一呼？江南有毒蟒，江北有妖狐。皆享千年壽，多於王質夫。不知彼何德？不識此何辜？,
移家入新宅,白居易,移家入新宅，罷郡有餘貲。既可避燥溼，復免憂寒飢。疾平未還假，官閒得分司。幸有俸祿在，而無職役羈。清旦盥漱畢，開軒捲簾幃。家人及雞犬，隨我亦熙熙。取興或寄酒，放情不過詩。何必苦修道，此即是無為。外累信已遣，中懷時有思。有思一何遠，默坐低雙眉。十載囚竄客，萬時征戍兒。春朝鎖籠鳥，冬夜支床龜。驛馬走四蹄，痛酸無歇期。磑牛封兩目，昏閉何人知。誰能脫放去，四散任所之。各得適其性，如吾今日時。,
琴,白居易,置琴曲几上，慵坐但含情。何煩故揮弄，風弦自有聲。,
紫藤,白居易,藤花紫蒙茸，藤葉青扶疏。誰謂好顏色，而為害有餘。下如蛇屈盤，上若繩縈紆。可憐中間樹，束縛成枯株。柔蔓不自勝，嫋嫋掛空虛。豈知纏樹木，千夫力不如。先柔後為害，有似諛佞徒。附著君權勢，君迷不肯誅。又如妖婦人，綢繆蠱其夫。奇邪壞人室，夫惑不能除。寄言邦與家，所慎在其初。毫末不早辨，滋蔓信難圖。願以藤為誡，銘之於座隅。,
薛中丞,白居易,百人無一直，百直無一遇。借問遇者誰，正人行得路。中丞薛存誠，守直心甚固。皇明燭如日，再使秉王度。奸豪與佞巧，非不憎且懼。直道漸光明，邪謀難蓋覆。每因匪躬節，知有匡時具。張為墜網綱，倚作頹檐柱。悠哉上天意，報施紛回互。自古已冥茫，從今尤不諭。豈與小人意，昏然同好惡。不然君子人，何反如朝露。裴相昨已夭，薛君今又去。以我惜賢心，五年如旦暮。況聞善人命，長短系運數。今我一涕零，豈為中丞故。,
和錢員外答盧員外《早春獨遊曲江見寄長句》,白居易,春來有色暗融融，先到詩情酒思中。柳岸霏微浥塵雨，杏園澹盪開花風。聞君獨遊心鬱郁，薄晚新晴騎馬出。醉思詩侶有同年，春嘆翰林無暇日。雲夫首唱寒玉音，蔚章繼和春搜吟。此時我亦閉門坐，一日風光三處心。雲夫、蔚章同年及第。時餘與蔚章同在翰林。］,
木芙蓉,白居易,晚函秋霧誰相似，如玉佳人帶酒容。,
春興,白居易,晚隨酒客花間散，夜與琴僧月下期。,
陰山道,白居易,陰山道，陰山道，紇邏敦肥水泉好。每至戎人送馬時，道旁千里無纖草。草盡泉枯馬病羸，飛龍但印骨與皮。五十匹縑易一匹，縑去馬來無了日。養無所用去非宜，每歲死傷十六七。縑絲不足女工苦，疏織短截充匹數。藕絲蛛網三丈餘，回鶻訴稱無用處。鹹安公主號可敦，遠為可汗頻奏論。元和二年下新敕，內出金帛酬馬直。仍詔江淮馬價縑，從此不令疏短織。合羅將軍呼萬歲，捧授金銀與縑彩。誰知黠虜啟貪心，明年馬多來一倍。縑漸好，馬漸多。陰山虜，奈爾何。,
和春深二十首,白居易,何處春深好，春深富貴家。馬為中路鳥，妓作後庭花。羅綺驅論隊，金銀用斷車。眼前何所苦，唯苦日西斜。何處春深好，春深貧賤家。荒涼三徑草，冷落四鄰花。奴困歸傭力，妻愁出賃車。途窮平路險，舉足劇褒斜。何處春深好，春深執政家。鳳池添硯水，雞樹落衣花。詔借當衢宅，恩容上殿車。延英開對久，門與日西斜。何處春深好，春深方鎮家。通犀排帶胯，瑞鶻勘袍花。飛絮衝球馬，垂楊拂妓車。戎裝拜春設，左握寶刀斜。何處春深好，春深刺史家。陰繁棠布葉，歧秀麥分花。五疋鳴珂馬，雙輪畫軾車。和風引行樂，葉葉隼旟斜。何處春深好，春深學士家。鳳書裁五色，馬鬣剪三花。蠟炬開明火，銀臺賜物車。相逢不敢揖，彼此帽低斜。何處春深好，春深女學家。慣看溫室樹，飽識浴堂花。御印提隨仗，香箋把下車。宋家宮樣髻，一片綠雲斜。何處春深好，春深御史家。絮縈驄馬尾，蝶繞繡衣花。破柱行持斧，埋輪立駐車。入班遙認得，魚貫一行斜。何處春深好，春深遷客家。一杯寒食酒，萬里故園花。炎瘴蒸如火，光陰走似車。為憂鵩鳥至，只恐日光斜。何處春深好，春深經業家。唯求太常第，不管曲江花。折桂名慚郄，收螢志慕車。官場泥鋪處，最怕寸陰斜。何處春深好，春深隱士家。野衣裁薜葉，山飯晒松花。蘭索紉幽佩，蒲輪駐軟車。林間箕踞坐，白眼向人斜。何處春深好，春深漁父家。鬆灣隨棹月，桃浦落船花。投餌移輕楫，牽輪轉小車。蕭蕭蘆葉裡，風起釣絲斜。何處春深好，春深潮戶家。濤翻三月雪，浪噴四時花。曳練馳千馬，驚雷走萬車。餘波落何處，江轉富陽斜。何處春深好，春深痛飲家。十分杯里物，五色眼前花。鋪啜眠糟甕，流涎見麴車。杜甫詩云：路見麴車口流涎。中山一沉醉，千度日西斜。何處春深好，春深上巳家。蘭亭席上酒，曲洛岸邊花。弄水遊童棹，湔裾小婦車。齊橈爭渡處，一匹錦標斜。何處春深好，春深寒食家。玲瓏鏤雞子，宛轉綵球花。碧草追遊騎，紅塵拜掃車。鞦韆細腰女，搖曳逐風斜。何處春深好，春深博弈家。一先爭破眼，六聚鬥成花。鼓應投棋馬，兵衝象戲車。彈棋局上事，最妙是長斜。何處春深好，春深嫁女家。紫排襦上雉，黃帖鬢邊花。轉燭初移障，鳴環欲上車。青衣傳氈褥，錦繡一條斜。何處春深好，春深娶婦家。兩行籠裡燭，一樹扇間花。賓拜登華席，親迎障幰車。催妝詩未了，星斗漸傾斜。何處春深好，春深妓女家。眉欺楊柳葉，裙妒石榴花。蘭麝薰行被，金銅釘坐車。杭州蘇小小，人道最夭斜。,
贈夢得,白居易,心中萬事不思量，坐倚屏風臥向陽。漸覺詠詩猶老醜，豈宜憑酒更粗狂。頭垂白髮我思退，腳蹋青雲君欲忙。只有今春相伴在，花前剩醉兩三場。,
念金鑾子二首,白居易,衰病四十身，嬌痴三歲女。非男猶勝無，慰情時一撫。一朝舍我去，魂影無處所。況念夭札時，嘔啞初學語。始知骨肉愛，乃是憂悲聚。唯思未有前，以理遣傷苦。忘懷日已久，三度移寒暑。今日一傷心，因逢舊乳母。與爾為父子，八十有六旬。忽然又不見，邇來三四春。形質本非實，氣聚偶成身。恩愛元是妄，緣合暫為親。念茲庶有悟，聊用遣悲辛。暫將理自奪，不是忘情人。,
感情,白居易,中庭晒服玩，忽見故鄉履。昔贈我者誰？東鄰嬋娟子。因思贈時語，特用結終始。永願如履綦，雙行復雙止。自吾謫江郡，漂盪三千里。為感長情人，提攜同到此。今朝一惆悵，反覆看未已。人只履猶雙，何曾得相似？可嗟復可惜，錦表繡為裡。況經梅雨來，色暗花草死。,
贈夢得,白居易,前日君家飲，昨日王家宴。今日過我廬，三日三會面。當歌聊自放，對酒交相勸。為我盡一杯，與君發三願。一願世清平，二願身強健。三願臨老頭，數與君相見。,
郡中春宴，因贈諸客,白居易,僕本儒家子，待詔金馬門。塵忝親近地，孤負聖明恩。一旦奉優詔，萬里牧遠人。可憐島夷帥，自稱為使君。身騎牂牁馬，口食塗江鱗。暗淡緋衫故，斕斑白髮新。是時歲二月，玉曆布春分。頒條示皇澤，命宴及良辰。冉冉趨府吏，蚩蚩聚州民。有如蟄蟲鳥，亦應天地春。薰草蓆鋪座，藤枝酒注樽。中庭無平地，高下隨所陳。蠻鼓聲坎坎，巴女舞蹲蹲。使君居上頭，掩口語眾賓。勿笑風俗陋，勿欺官府貧。蜂巢與蟻穴，隨分有君臣。,
達哉樂天行,白居易,達哉達哉白樂天，分司東都十三年。七旬才滿冠已掛，半祿半及車先懸。或伴遊客春行樂，或隨山僧夜坐禪。二年忘卻問家事，門庭多草廚少煙。庖童朝告鹽米盡，侍婢暮訴衣裳穿。妻孥不悅甥侄悶，而我醉臥方陶然。起來與爾畫生計，薄產處置有後先。先賣南坊十畝園，次賣東都五頃田。然後兼賣所居宅，彷彿獲緡二三千。半與爾充衣食費，半與吾供酒肉錢。吾今已年七十一，眼昏須白頭風眩。但恐此錢用不盡，即先朝露歸夜泉。未歸且住亦不惡，飢餐樂飲安穩眠。死生無可無不可，達哉達哉白樂天。,
立碑,白居易,勳德既下衰，文章亦陵夷。但見山中石，立作路旁碑。銘勳悉太公，敘德皆仲尼。復以多為貴，千言直萬貲。為文彼何人，想見下輩時。但欲愚者悅，不思賢者嗤。豈獨賢者嗤，乃傳後代疑。古石蒼苔字，安知是愧詞！我聞望江縣，曲令撫煢嫠，曲令名信陵。在官有仁政，名不聞京師。身歿欲歸葬，百姓遮路歧。攀轅不得歸，留葬此江湄。至今道其名，男女涕皆垂。無人立碑碣，唯有邑人知。銘勳悉太公，敘德皆仲尼：一作勳名悉太公，德教皆仲尼。,
贈夢得,白居易,年顏老少與君同，眼未全昏耳未聾。放醉臥為春日伴，趁歡行入少年叢。尋花借馬煩川守，弄水偷船惱令公。聞道洛城人盡怪，呼為劉白二狂翁。,
和《古社》,白居易,廢村多年樹，生在古社隈。為作妖狐窟，心空身未摧。妖狐變美女，社樹成樓臺。黃昏行人過，見者心裴回。飢雕竟不捉，老犬反為媒。歲媚少年客，十去九不回。昨夜雲雨合，烈風驅迅雷。風拔樹根出，雷劈社壇開。飛電化為火，妖狐燒作灰。天明至其所，清曠無氛埃。舊地葺村落，新田闢荒萊。始知天降火，不必常為災。勿謂神默默，勿謂天恢恢。勿喜犬不捕，勿誇雕不猜。寄言狐媚者，天火有時來。,
紫毫筆,白居易,紫毫筆，尖如錐兮利如刀。江南石上有老兔，吃竹飲泉生紫毫。宣城之人採為筆，千萬毛中揀一毫。毫雖輕，功甚重。管勒工名充歲貢，君兮臣兮勿輕用。勿輕用，將何如？願賜東西府御史，願頒左右臺起居。搦管趨入黃金闕，抽毫立在白玉除。臣有奸邪正衙奏，君有動言直筆書。起居郎，侍御史，爾知紫毫不易致。每歲宣城進筆時，紫毫之價如金貴。慎勿空將彈失儀，慎勿空將錄製詞。,
所懷,白居易,小宅非全陋，中堂不甚卑。聊堪會親族，足以貯妻兒。暖帳迎冬設，溫爐向夜施。裘新青兔褐，褥軟白猿皮。似鹿眠深草，如雞宿穩枝。逐身安枕蓆，隨事有屏帷。病致衰殘早，貧營活計遲。由來蠶老後，方是繭成時。,
秋山,白居易,久病曠心賞，今朝一登山。山秋雲物冷，稱我清羸顏。白石臥可枕，青蘿行可攀。意中如有得，盡日不欲還。人生無幾何，如寄天地間。心有千載憂，身無一日閒。何時解塵網，此地來掩關。,
泛湓水,白居易,四月未全熱，麥涼江氣秋。湖山處處好，最愛湓水頭。湓水從東來，一派入江流。可憐似縈帶，中有隨風舟。命酒一臨泛，舍鞍揚棹謳。放回岸傍馬，去逐波間鷗。煙浪始渺渺，風襟亦悠悠。初疑上河漢，中若尋瀛洲。汀樹綠拂地，沙草芳未休。青蘿與紫葛，枝蔓垂相樛。繫纜步平岸，回頭望江州。城雉映水見，隱隱如蜃樓。日入意未盡，將歸復少留。到官行半歲，今日方一遊。此地來何暮，可以寫吾憂。,
達理二首,白居易,何物壯不老，何時窮不通。如彼音與律，宛轉旋為宮。我命獨何薄，多悴而少豐。當壯已先衰，暫泰還長窮。我無奈命何，委順以待終。命無奈我何，方寸如虛空。懵然與化俱，混然與俗同。誰能坐自苦，齟齬於其中。舒姑化為泉，牛哀病作虎。或柳生肘間，或男變為女。鳥獸及水木，本不與民伍。胡然生變遷，不待死歸土。百骸是己物，尚不能為主。況彼時命間，倚伏何足數。時來不可遏，命去焉能取。唯當養浩然，吾聞達人語。,
送客,白居易,病上籃輿相送來，衰容秋思兩悠哉。涼風嫋嫋吹槐子，卻請行人勸一杯。,
開成大行皇帝輓歌詞四首奉敕撰進,白居易,御宇恢皇化，傳家葉至公。華夷臣妾內，堯舜弟兄中。制度移民俗，文章變國風。開成與貞觀，實錄事多同。晏駕辭雙闕，靈儀出九衢。上雲歸碧落，下席葬蒼梧。蓂晚餘堯歷，龜新啟夏圖。三朝聯棣萼，從古帝王無。嚴恭七月禮，哀慟萬人心。地感騰秋氣，天愁結夕陰。鼎湖龍漸遠，濛汜日初沉。唯有云韶樂，長留治世音。化成同軌表清平，恩結連枝感聖明。帝與九齡雖吉夢，山呼萬歲是虛聲。月低儀仗辭蘭路，風引笳簫入柏城。老病龍髯攀不及，東周退傅最傷情。,
食筍,白居易,此州乃竹鄉，春筍滿山谷。山夫折盈抱，抱來早市鬻。物以多為賤，雙錢易一束。置之炊甑中，與飯同時熟。紫籜坼故錦，素肌擘新玉。每日遂加餐，經時不思肉。久為京洛客，此味常不足。且食勿踟躕，南風吹作竹。,
初入峽有感,白居易,上有萬仞山，下有千丈水。蒼蒼兩岸間，闊狹容一葦。瞿唐呀直瀉，灩澦屹中峙。未夜黑巖昏，無風白浪起。大石如刀劍，小石如牙齒。一步不可行，況千三百里。苒箬竹蔑稔，欹危楫師趾。一跌無完舟，吾生繫於此。常聞仗忠信，蠻貊可行矣。自古漂沉人，豈盡非君子。況吾時與命，蹇舛不足恃。常恐不才身，復作無名死。,
早興,白居易,晨光出照屋樑明，初開啟門鼓一聲。犬上階眠知地溼，鳥臨窗語報天晴。半銷宿酒頭仍重，新脫冬衣體乍輕。睡覺心空思想盡，近來鄉夢不多成。,
讀《漢書》,白居易,禾黍與稂莠，雨來同日滋。桃李與荊棘，霜降同夜萎。草木既區別，榮枯那等夷。茫茫天地意，無乃太無私。小人與君子，用置各有宜。奈何西漢末，忠邪並信之。不然盡信忠，早絕邪臣窺。不然盡信邪，早使忠臣知。優遊兩不斷，盛業日已衰。痛矣蕭京輩，終令陷禍機。簫望之、京房等每讀元成紀，憤憤令人悲。寄言為國者，不得學天時。寄言為臣者，可以鑑於斯。,
放魚自此後詩到江州作。,白居易,曉日提竹籃，家僮買春蔬。青青芹蕨下，疊臥雙白魚。無聲但呀呀，以氣相喣濡。傾籃寫地上，撥剌長尺餘。豈唯刀機憂，坐見螻蟻圖。脫泉雖已久，得水猶可蘇。放之小池中，且用救乾枯。水小池窄狹，動尾觸四隅。一時幸苟活，久遠將何如。憐其不得所，移放於南湖。南湖連西江，好去勿踟躕。施恩即望報，吾非斯人徒。不須泥沙底，辛苦覓明珠。,
白牡丹,白居易,白花冷澹無人愛，亦佔芳名道牡丹。應似東宮白贊善，被人還喚作朝官。,
閨情,白居易,煙攢錦帳凝還散，風捲羅帷掩更開。,
題岳陽樓,白居易,岳陽城下水漫漫，獨上危樓倚曲欄。春岸綠時連夢澤，夕波紅處近長安。猿攀樹立啼何苦，雁點湖飛渡亦難。此地唯堪畫圖障，華堂張與貴人看。,
柳絮,白居易,三月盡是頭白日，與春老別更依依。憑鶯為向楊花道，絆惹春風莫放歸。,
鄭生嘗隱天台，徵起而仕。今復謝病，隱於此,白居易,鄭君得自然，虛白生心胸。吸彼沆瀣精，凝為冰雪容。大君貞元初，求賢致時雍。蒲輪入翠微，迎下天台峰。赤城別松喬，黃閣交夔龍。俯仰受三命，從容辭九重。出籠鶴翩翩，歸林鳳雍雍。在火辨良玉，經霜識貞鬆。新居寄楚山，山碧溪溶溶。丹灶燒煙熅，黃精花丰茸。蕙帳夜琴澹，桂尊春酒濃。時人不到處，苔石無塵蹤。我今何為者，趨世身龍鍾。不向林壑訪，無由朝市逢。終當解塵纓，卜築來相從。,
寄元九　自此後在渭村作。,白居易,晨雞才發聲，夕雀俄斂冀。晝夜往復來，疾如出入息。非徒改年貌，漸覺無心力。自念因念君，俱為老所逼。君年雖校少，憔悴謫南國。三年不放歸，炎瘴消顏色。山無殺草霜，水有含沙蜮。健否遠不知，書多隔年得。願君少愁苦，我亦加餐食。各保金石軀，以慰長相憶。,
寄元九,白居易,一病經四年，親朋書信斷。窮通合易交，自笑知何晚。元君在荊楚，去日唯雲遠。彼獨是何人，心如石不轉？憂我貧病身，書來唯勸勉：上言少愁苦，下道加餐飯。憐君為謫吏，窮薄家貧褊。三寄衣食資，數盈二十萬。豈是貪衣食？感君心繾綣！念我口中食，分君身上暖。不因身病久，不因命多蹇。平生親友心，豈得知深淺？,
早蟬,白居易,六月初七日，江頭蟬始鳴。石楠深葉裡，薄暮兩三聲。一催衰鬢色，再動故園情。西風殊未起，秋思先秋生。憶昔在東掖，宮槐花下聽。今朝無限思，雲樹繞湓城。,
早蟬,白居易,月出先照山，風生先動水。亦如早蟬聲，先入閒人耳。一聞愁意結，再聽鄉心起。渭上新蟬聲，先聽渾相似。衡門有誰聽，日暮槐花裡。,
寒食夜,白居易,無月無燈寒食夜，夜深獨立暗花前。忽因時節驚年幾，四十如今欠一年。,
對酒閒吟贈同老者,白居易,人生七十稀，我年幸過之。遠行將盡路，春夢欲覺時。家事口不問，世名心不思。老既不足嘆，病亦不能治。扶侍仰婢僕，將養信妻兒。飢飽進退食，寒暄加減衣。聲妓放鄭衛，裘馬脫輕肥。百事盡除去，尚餘酒與詩。興來吟一篇，吟罷酒一卮。不獨適情性，兼用扶衰羸。雲液灑六腑，陽和生四肢。於中我自樂，此外吾不知。寄問同老者，舍此將安歸？莫學蓬心叟，胸中殘是非。,
贈內,白居易,漠漠暗苔新雨地，微微涼露欲秋天。莫對月明思往事，損君顏色減君年。,
勸酒,白居易,昨與美人對尊酒，朱顏如花腰似柳。今與美人傾一杯，秋風颯颯頭上來。年光似水向東去，兩鬢不禁白日催。東鄰起樓高百尺，璇題照日光相射。珠翠無非二八人，盤筵何啻三千客。鄰家儒者方下帷，夜誦古書朝忍飢。身年三十未入仕，仰望東鄰安可期。一朝逸翮乘風勢，金榜高張登上第。春闈未了冬登科，九萬摶風誰與繼。不逾十稔居臺衡，門前車馬紛縱橫。人人仰望在何處，造化筆頭雲雨生。東鄰高樓色未改，主人云亡息猶在。金玉車馬一不存，朱門更有何人待。牆垣反鎖長安春，樓臺漸漸屬西鄰。鬆篁薄暮亦棲鳥，桃李無情還笑人。憶昔東鄰宅初構，雲甍彩棟皆非舊。玳瑁筵前翡翠棲，芙蓉池上鴛鴦鬥。日往月來凡幾秋，一衰一盛何悠悠。但教帝裡笙歌在，池上年年醉五侯。,
贈內,白居易,生為同室親，死為同穴塵。他人尚相勉，而況我與君。黔婁固窮士，妻賢忘其貧。冀缺一農夫，妻敬儼如賓。陶潛不營生，翟氏自爨薪。梁鴻不肯仕，孟光甘布裙。君雖不讀書，此事耳亦聞。至此千載後，傳是何如人。人生未死間，不能忘其身。所須者衣食，不過飽與溫。蔬食足充飢，何必膏粱珍。繒絮足禦寒，何必錦繡文。君家有貽訓，清白遺子孫。我亦貞苦士，與君新結婚。庶保貧與素，偕老同欣欣。,
寄元九,白居易,身為近密拘，心為名檢縛。月夜與花時，少逢杯酒樂。唯有元夫子，閒來同一酌。把手或酣歌，展眉時笑謔。今春除御史，前月之東洛。別來未開顏，塵埃滿尊杓。蕙風晚香盡，槐雨餘花落。秋意一蕭條，離容兩寂寞。況隨白日老，共負青山約。誰識相念心，韝鷹與籠鶴。,
寒食夜,白居易,四十九年身老日，一百五夜月明天。抱膝思量何事在，痴男騃女喚鞦韆。,
生離別,白居易,食櫱不易食梅難，櫱能苦兮梅能酸。未如生別之為難，苦在心兮酸在肝。晨雞再鳴殘月沒，征馬連嘶行人出。回看骨肉哭一聲，梅酸櫱苦甘如蜜。黃河水白黃雲秋，行人河邊相對愁。天寒野曠何處宿，棠梨葉戰風颼颼。生離別，生離別，憂從中來無斷絕。憂極心勞血氣衰，未年三十生白髮。,
勸酒,白居易,勸君一醆君莫辭，勸君兩醆君莫疑，勸君三醆君始知。面上今日老昨日，心中醉時勝醒時。天地迢遙自長久，白兔赤烏相趁走。身後堆金拄北斗，不如生前一樽酒。君不見春明門外天欲明，喧喧歌哭半死生。遊人駐馬出不得，白輿素車爭路行。歸去來，頭已白，典錢將用買酒吃。,
春末夏初閒遊江郭二首,白居易,閒出乘輕屐，徐行蹋軟沙。觀魚傍湓浦，看竹入楊家。湓浦多魚。浦西有楊侍郎宅，多好竹。林迸穿籬筍，藤飄落水花。雨埋釣舟小，風揚酒旗斜。嫩剝青菱角，濃煎白茗芽。淹留不知夕，城樹欲棲鴉。柳影繁初合，鶯聲澀漸稀。早梅迎夏結，殘絮送春飛。西日韶光盡，南風暑氣微。展張新小簟，熨帖舊生衣。綠蟻杯香嫩，紅絲膾縷肥。故園無此味，何必苦思歸？,
