name,author,content,tag
山石榴，寄元九,白居易,山石榴，一名山踯躅，一名杜鹃花。杜鹃啼时花扑扑。九江三月杜鹃来，一声催得一枝开。江城上佐闲无事，山下斫得厅前栽。烂熳一栏十八树，根株有数花无数。千房万叶一时新，嫩紫殷红鲜麴尘。泪痕浥损燕支脸，剪刀裁破红绡巾。谪仙初堕愁在世，姹女新嫁娇泥春。日射血珠将滴地，风翻火焰欲烧人。闲折两枝持在手，细看不似人间有。花中此物似西施，芙蓉芍药皆嫫母。奇芳绝艳别者谁？通州迁客元拾遗。拾遗初贬江陵去，去时正值青春暮。商山秦岭愁杀君，山石榴花红夹路。题诗报我何所云？苦云色似石榴裙。当时丛畔唯思我，今日栏前只忆君。忆君不见坐销落，日西风起红纷纷。,
岁暮,白居易,已任时命去，亦从岁月除。中心一调伏，外累尽空虚。名宦意已矣，林泉计何如。拟近东林寺，溪边结一庐。,
岁暮,白居易,穷阴急景坐相催，壮齿韶颜去不回。旧病重因年老发，新愁多是夜长来。膏明自爇源多事，雁默先烹为不才。祸福细寻无会处，不如且进手中杯。,
渭村退居寄礼部崔侍郎翰林钱舍人诗一百韵,白居易,圣代元和岁，闲居渭水阳。不才甘命舛，多幸遇时康。朝野分伦序，贤愚定否臧。重文疏卜式，尚少弃冯唐。由是推天运，从兹乐性场。笼禽放高翥，雾豹得深藏。世虑休相扰，身谋且自强。犹须务衣食，未免事农桑。薙草通三径，开田占一坊。昼扉扃白版，夜碓扫黄粱。隙地治场圃，闲时粪土疆。枳篱编刺夹，薤垄擘科秧。穑力嫌身病，农心愿岁穰。朝衣典杯酒，佩剑博牛羊。困倚栽松锸，饥提采蕨筐。引泉来后涧，移竹下前冈。生计虽勤苦，家资甚渺茫。尘埃常满甑，钱帛少盈囊。弟病仍扶杖，妻愁不出房。传衣念蓝缕，举案笑糟糠。犬吠村胥闹，蝉鸣织妇忙。纳租看县帖，输粟问军仓。夕歇攀村树，秋行绕野塘。云容阴惨澹，月色冷悠扬。荞麦铺花白，棠梨间叶黄。早寒风摵摵，新霁月苍苍。园菜迎霜死，庭芜过雨荒。檐空愁宿燕，壁暗思啼螀。眼为看书损，肱因运甓伤。病骸浑似木，老鬓欲成霜。少睡知年长，端忧觉夜长。旧游多废忘，往事偶思量。忽忆烟霄路，常陪剑履行。登朝思检束，入阁学趋跄。命偶风云会，恩覃雨露霶。沾枯发枝叶，磨钝起锋铓。崔阁连镳骛，钱兄接翼翔。齐竽混韶夏，燕石厕琳琅。同日升金马，分宵直未央。共词加宠命，合表谢恩光。厩马骄初跨，天厨味始尝。朝晡颁饼饵，寒暑赐衣裳。对秉鹅毛笔，俱含鸡舌香。青缣衾薄絮，朱里幕高张。昼食恒连案，宵眠每并床。差肩承诏旨，连署进封章。起草偏同视，疑文最共详。灭私容点窜，穷理析毫芒。便共输肝胆，何曾异肺肠。慎微参石奋，决密与张汤。禁闼青交琐，宫垣紫界墙。井阑排菡萏，檐瓦斗鸳鸯。楼额题鳷鹊，池心浴凤凰。风枝万年动，温树四时芳。宿露凝金掌，晨晖上璧珰。砌筠涂绿粉，庭果滴红浆。晓从朝兴庆，春陪宴柏梁。传呼鞭索索，拜舞珮锵锵。仙仗环双阙，神兵辟两厢。火翻红尾旆，冰卓白竿枪。滉漾经鱼藻，深沈近浴堂。分庭皆命妇，对院即储皇。贵主冠浮动，亲王辔闹装。金钿相照耀，朱紫间荧煌。球簇桃花绮，歌巡竹叶觞。洼银中贵带，昂黛内人妆。赐禊东城下，颁酺曲水傍。尊罍分圣酒，妓乐借仙倡。浅酌看红药，徐吟把绿杨。宴回过御陌，行歇入僧房。白鹿原东脚，青龙寺北廊。望春花景暖，避暑竹风凉。下直闲如社，寻芳醉似狂。有时还后到，无处不相将。鸡鹤初虽杂，萧兰久乃彰。来燕隗贵重，去鲁孔恓惶。聚散期难定，飞沉势不常。五年同昼夜，一别似参商。屈折孤生竹，销摧百炼钢。途穷任憔悴，道在肯彷徨。尚念遗簪折，仍怜病雀疮。恤寒分赐帛，救馁减馀粮。药物来盈裹，书题寄满箱。殷勤翰林主，珍重礼闱郎。喣沫诚多谢，抟扶岂所望。提携劳气力，吹簸不飞扬。拙劣才何用，龙钟分自当。妆嫫徒费黛，磨甋讵成璋。习隐将时背，干名与道妨。外身宗老氏，齐物学蒙庄。疏放遗千虑，愚蒙守一方。乐天无怨叹，倚命不劻勷。愤懑胸须豁，交加臂莫攘。珠沉犹是宝，金跃未为祥。泥尾休摇掉，灰心罢激昂。渐闲亲道友，因病事医王。息乱归禅定，存神入坐亡。断痴求慧剑，济苦得慈航。不动为吾志，无何是我乡。可怜身与世，从此两相忘。,
失题,白居易,石榴枝上花千朵，荷叶杯中酒十分。满院弟兄皆痛饮，就中大户不如君。,
岁暮,白居易,惨澹岁云暮，穷阴动经旬。霜风裂人面，冰雪摧车轮。而我当是时，独不知苦辛。晨炊廪有米，夕爨厨有薪。夹帽长覆耳，重裘宽裹身。加之一杯酒，煦妪如阳春。洛城士与庶，比屋多饥贫。何处炉有火？谁家甑无尘？如我饱暖者，百人无一人。安得不惭愧，放歌聊自陈。,
秋霁,白居易,金火不相待，炎凉雨中变。林晴有残蝉，巢冷无留燕。沉吟卷长簟，怆恻收团扇。向夕稍无泥，闲步青苔院。月出砧杵动，家家捣秋练。独对多病妻，不能理针线。冬衣殊未制，夏服行将绽。何以迎早秋，一杯聊自劝。,
马上作,白居易,处世非不遇，荣身颇有馀。勋为上柱国，爵乃朝大夫。自问有何才，两入承明庐。又问有何政，再驾朱轮车。矧予东山人，自惟朴且疏。弹琴复有酒，且慕嵇阮徒。暗被乡里荐，误上贤能书。一列朝士籍，遂为世网拘。高有罾缴忧，下有陷阱虞。每觉宇宙窄，未尝心体舒。蹉跎二十年，颔下生白须。何言左迁去，尚获专城居。杭州五千里，往若投渊鱼。虽未脱簪组，且来泛江湖。吴中多诗人，亦不少酒酤。高声咏篇什，大笑飞杯盂。五十未全老，尚可且欢娱。用兹送日月，君以为何如。秋风起江上，白日落路隅。回首语五马，去矣勿踟蹰。,
母别子,白居易,母别子，子别母，白日无光哭声苦。关西骠骑大将军，去年破虏新策勋。敕赐金钱二百万，洛阳迎得如花人。新人迎来旧人弃，掌上莲花眼中刺。迎新弃旧未足悲，悲在君家留两儿。一始扶行一初坐，坐啼行哭牵人衣。以汝夫妇新燕婉，使我母子生别离。不如林中乌与鹊，母不失雏雄伴雌。应似园中桃李树，花落随风子在枝。新人新人听我语，洛阳无限红楼女。但愿将军重立功，更有新人胜于汝。,母亲
首夏,白居易,孟夏百物滋，动植一时好。麋鹿乐深林，虫蛇喜丰草。翔禽爱密叶，游鳞悦新藻。天和遗漏处，而我独枯槁。一身在天末，骨肉皆远道。旧国无来人，寇戎尘浩浩。沉忧竟何益，只自劳怀抱。不如放身心，冥然任天造。浔阳多美酒，可使杯不燥。湓鱼贱如泥，烹灸无昏早。朝饭山下寺，暮醉湖中岛。何必归故乡，兹焉可终老。,
春日闲居三首,白居易,陶云爱吾庐，吾亦爱吾屋。屋中有琴书，聊以慰幽独。是时三月半，花落庭芜绿。舍上晨鸠鸣，窗间春睡足。睡足起闲坐，景晏方栉沐。今日非十斋，庖童馈鱼肉。饥来恣餐啜，冷热随所欲。饱竟快搔爬，筋骸无检束。岂徒畅肢体，兼欲遗耳目。便可傲松乔，何假杯中渌。广池春水平，群鱼恣游泳。新林绿阴成，众鸟欣相鸣。时我亦潇洒，适无累与病。鱼鸟人则殊，同归于遂性。缅思山梁雉，时哉感孔圣。圣人不得所，概然叹时命。我今对鳞羽，取乐成谣咏。得所仍得时，吾生一何幸。劳者不觉歌，歌其劳苦事。逸者不觉歌，歌其逸乐意。问我逸如何，闲居多兴味。问我乐如何，闲官少忧累。又问俸厚薄，百千随月至。又问年几何，七十行欠二。所得皆过望，省躬良可愧。马闲无羁绊，鹤老有禄位。设自为化工，优饶只如是。安得不歌咏，默默受天赐。,
十二时行孝文,白居易,平旦寅，早起堂前参二亲。处分家中送疎水，莫教父母唤频声。,
十二时行孝文,白居易,日出卯，立身之本须行孝。甘饸{右为危}盘中莫使空，时时奉上知饥饱。,
十二时行孝文,白居易,食时辰，居家治务最须懃。无事等闲莫外宿，归来劳费父嫌憎。,
十二时行孝文,白居易,隅中巳，终孝之心不合二。竭力懃酬乳哺恩，自得名高上史记。,
十二时行孝文,白居易,正南午，侍奉尊亲莫辞诉。回干就湿长成人，如今去合论辛苦。,
十二时行孝文,白居易,日昳未，在家行孝兼行义。莫取妻言兄弟疏，却教父母流双泪。,
十二时行孝文,白居易,晡时申，父母堂前莫动尘。纵月些些不称意，向前小语善谘闻。,
十二时行孝文,白居易,日入酉，但愿父母得长寿。身如松栢色坚政，莫学愚人多饮酒。,
十二时行孝文,白居易,黄昏戌，下帘拂床早交毕。安置父母卧高堂，睡定然乃抽身出。,
十二时行孝文,白居易,人定亥，父母年高须保爱。但能行孝向尊亲，总得扬名于后世。,
十二时行孝文,白居易,夜半子，孝养父母存终始。百年恩爱暂时间，莫学愚人不欢喜。,
十二时行孝文,白居易,鸡鸣丑，高楼大宅得安久。常劝父母发慈心，孝得题名终不朽。,
首夏,白居易,林静蚊未生，池静蛙未鸣。景长天气好，竟日和且清。春禽馀哢在，夏木新阴成。兀尔水边坐，翛然桥上行。自问一何适，身闲官不轻。料钱随月用，生计逐日营。食饱惭伯夷，酒足愧渊明。寿倍颜氏子，富百黔娄生。有一即为乐，况吾四者并。所以私自慰，虽老有心情。,
惜花,白居易,可怜夭艳正当时，刚被狂风一夜吹。今日流莺来旧处，百般言语泥空枝。,
望驿台　三月三十日,白居易,靖安宅里当窗柳，望驿台前扑地花。两处春光同日尽，居人思客客思家。,思念诗
归田三首,白居易,人生何所欲，所欲唯两端。中人爱富贵，高士慕神仙。神仙须有籍，富贵亦在天。莫恋长安道，莫寻方丈山。西京尘浩浩，东海浪漫漫。金门不可入，琪树何由攀。不如归山下，如法种春田。种田意已决，决意复何如。卖马买犊使，徒步归田庐。迎春治耒耜，候雨辟菑畬。策杖田头立，躬亲课仆夫。吾闻老农言，为稼慎在初。所施不卤莽，其报必有馀。上求奉王税，下望备家储。安得放慵惰，拱手而曳裾。学农未为鄙，亲友勿笑余。更待明年后，自拟执犁锄。三十为近臣，腰间鸣佩玉。四十为野夫，田中学锄谷。何言十年内，变化如此速。此理固是常，穷通相倚伏。为鱼有深水，为鸟有高木。何必守一方，窘然自牵束。化吾足为马，吾因以行陆。化吾手为弹，吾因以求肉。形骸为异物，委顺心犹足。幸得且归农，安知不为福。况吾行欲老，瞥若风前烛。孰能俄顷间，将心系荣辱。,
岁晚,白居易,霜降水返壑，风落木归山。冉冉岁将宴，物皆复本源。何此南迁客，五年独未还？命屯分已定，日久心弥安。亦尝心与口，静念私自言：去国固非乐，归乡未必欢。何须自生苦，舍易求其难？,
感时,白居易,朝见日上天，暮见日入地。不觉明镜中，忽年三十四。勿言身未老，冉冉行将至。白发虽未生，朱颜已先悴。人生讵几何，在世犹如寄。虽有七十期，十人无一二。今我犹未悟，往往不适意。胡为方寸间，不贮浩然气。贫贱非不恶，道在何足避。富贵非不爱，时来当自致。所以达人心，外物不能累。唯当饮美酒，终日陶陶醉。斯言胜金玉，佩服无失坠。,
病中作,白居易,病来城里诸亲故，厚薄亲疏心总知。唯有蔚章于我分，深于同在翰林时。,
隋堤柳,白居易,隋堤柳，岁久年深尽衰朽。风飘飘兮雨萧萧，三株两株汴河口。老枝病叶愁杀人，曾经大业年中春。大业年中炀天子，种柳成行夹流水。西自黄河东至淮，绿阴一千三百里。大业末年春暮月，柳色如烟絮如雪。南幸江都恣佚游，应将此柳系龙舟。紫髯郎将护锦缆，青娥御史直迷楼。海内财力此时竭，舟中歌笑何日休？上荒下困势不久，宗社之危如缀旒。炀天子，自言福祚长无穷，岂知皇子封酅公。龙舟未过彭城阁，义旗已入长安宫。萧墙祸生人事变，晏驾不得归秦中。土坟数尺何处葬？吴公台下多悲风。二百年来汴河路，沙草和烟朝复暮。后王何以鉴前王？请看隋堤亡国树。,
春寒,白居易,今朝春气寒，自问何所欲。苏暖薤白酒，乳和地黄粥。岂惟厌馋口，亦可调病腹。助酌有枯鱼，佐餐兼旨蓄。省躬念前哲，醉饱多惭忸。君不闻靖节先生樽长空，广文先生饭不足。,
江楼月,白居易,嘉陵江曲曲江池，明月虽同人别离。一宵光景潜相忆，两地阴晴远不知。谁料江边怀我夜，正当池畔望君时。今朝共语方同悔，不解多情先寄诗。,友情诗，描写月亮，思念诗
东坡种花二首,白居易,持钱买花树，城东坡上栽。但购有花者，不限桃杏梅。百果参杂种，千枝次第开。天时有早晚，地力无高低。红者霞艳艳，白者雪皑皑。游蜂遂不去，好鸟亦栖来。前有长流水，下有小平台。时拂台上石，一举风前杯。花枝荫我头，花蕊落我怀。独酌复独咏，不觉月平西。巴俗不爱花，竟春无人来。唯此醉太守，尽日不能回。东坡春向暮，树木今何如？漠漠花落尽，翳翳叶生初。每日领童仆，荷锄仍决渠。划土壅其本，引泉溉其枯。小树低数尺，大树长丈余。封植来几时，高下齐扶疏。养树既如此，养民亦何殊？将欲茂枝叶，必先救根株。云何救根株？劝农均赋租。云何茂枝叶？省事宽刑书。移此为郡政，庶几氓俗苏。,
宿紫阁山北村,白居易,晨游紫阁峰，暮宿山下村。村老见余喜，为余开一尊。举杯未及饮，暴卒来入门。紫衣挟刀斧，草草十馀人。夺我席上酒，掣我盘中飧。主人退后立，敛手反如宾。中庭有奇树，种来三十春。主人惜不得，持斧断其根。口称采造家，身属神策军。主人慎勿语，中尉正承恩。,
春风,白居易,春风先发苑中梅，樱杏桃梨次第开。荠花榆荚深村里，亦道春风为我来。,
送毛仙翁　江州司马时作。,白居易,仙翁已得道，混迹寻岩泉。肌肤冰雪莹，衣服云霞鲜。绀发丝并致，龆容花共妍。方瞳点玄漆，高步凌飞烟。几见桑海变，莫知龟鹤年。所憩九清外，所游五岳巅。轩昊旧为侣，松乔难比肩。每嗟人世人，役役如狂颠。孰能脱羁鞅，尽遭名利牵。貌随岁律换，神逐光阴迁。惟余负忧谴，憔悴湓江壖。衰鬓忽霜白，愁肠如火煎。羁旅坐多感，徘徊私自怜。晴眺五老峰，玉洞多神仙。何当悯湮厄，授道安虚孱。我师惠然来，论道穷重玄。浩荡八溟阔，志泰心超然。形骸既无束，得丧亦都捐。岂识椿菌异，那知鹏鷃悬。丹华既相付，促景定当延。玄功曷可报，感极惟勤拳。霓旌不肯驻，又归武夷川。语罢倏然别，孤鹤升遥天。赋诗叙明德，永续步虚篇。,
自蜀江至洞庭湖口，有感而作,白居易,江从西南来，浩浩无旦夕。长波逐若泻，连山凿如劈。千年不壅溃，万姓无垫溺。不尔民为鱼，大哉禹之绩。导岷既艰远，距海无咫尺。胡为不讫功，余水斯委积？洞庭与青草，大小两相敌。混合万丈深，淼茫千里白。每岁秋夏时，浩大吞七泽。水族窟穴多，农人土地窄。我今尚嗟叹，禹岂不爱惜？邈未究其由，想古观遗迹。疑此苗人顽，恃险不终役。帝亦无奈何，留患与今昔。水流天地内，如身有血脉。滞则为疽疣，治之在针石。安得禹复生，为唐水官伯？手提倚天剑，重来亲指画。疏流似剪纸，决壅同裂帛。渗作膏腴田，踏平鱼鳖宅。龙宫变闾里，水府生禾麦。坐添百万户，书我司徒籍。,
览卢子蒙侍御旧诗，多与微之唱和，感今伤昔,白居易,早闻元九咏君诗，恨与卢君相识迟。今日逢君开旧卷，卷中多道赠微之。相看掩泪情难说，别有伤心事岂知。闻道咸阳坟上树，已抽三丈白杨枝。,
竹枝,白居易,巴东船舫上巴西，波面风生雨脚齐。水蓼冷花红簌簌，江蓠湿叶碧凄凄。,
竹枝,白居易,江畔谁家唱竹枝，前声断咽后声迟。怪来调苦缘词苦，多是通州司马诗。,
竹枝,白居易,瞿塘峡口水烟低，白帝城头月向西。唱到竹枝声咽处，寒猿闲鸟一时啼。,
竹枝,白居易,竹枝苦怨怨何人，夜静山空歇又闻。蛮儿巴女齐声唱，愁杀江南病使君。,
霓裳羽衣歌　和微之,白居易,我昔元和侍宪皇，曾陪内宴宴昭阳。千歌百舞不可数，就中最爱霓裳舞。舞时寒食春风天，玉钩栏下香案前。案前舞者颜如玉，不著人家俗衣服。虹裳霞帔步摇冠，钿璎累累佩珊珊。娉婷似不任罗绮，顾听乐悬行复止。磬箫筝笛递相搀，击擫弹吹声逦迤。散序六奏未动衣，阳台宿云慵不飞。中序擘騞初入拍，秋竹竿裂春冰拆。飘然转旋回雪轻，嫣然纵送游龙惊。小垂手后柳无力，斜曳裾时云欲生。烟蛾敛略不胜态，风袖低昂如有情。上元点鬟招萼绿，王母挥袂别飞琼。繁音急节十二遍，跳珠撼玉何铿铮。翔鸾舞了却收翅，唳鹤曲终长引声。当时乍见惊心目，凝视谛听殊未足。一落人间八九年，耳冷不曾闻此曲。湓城但听山魈语，巴峡唯闻杜鹃哭。移领钱唐第二年，始有心情问丝竹。玲珑箜篌谢好筝，陈宠觱栗沈平笙。清弦脆管纤纤手，教得霓裳一曲成。虚白亭前湖水畔，前后祗应三度按。便除庶子抛却来，闻道如今各星散。今年五月至苏州，朝钟暮角催白头。贪看案牍常侵夜，不听笙歌直到秋。秋来无事多闲闷，忽忆霓裳无处问。闻君部内多乐徒，问有霓裳舞者无。答云七县十万户，无人知有霓裳舞。唯寄长歌与我来，题作霓裳羽衣谱。四幅花笺碧间红，霓裳实录在其中。千姿万状分明见，恰与昭阳舞者同。眼前仿佛睹形质，昔日今朝想如一。疑从魂梦呼召来，似著丹青图写出。我爱霓裳君合知，发于歌咏形于诗。君不见我歌云，惊破霓裳羽衣曲。又不见我诗云，曲爱霓裳未拍时。由来能事皆有主，杨氏创声君造谱。君言此舞难得人，须是倾城可怜女。吴妖小玉飞作烟，越艳西施化为土。娇花巧笑久寂寥，娃馆苎萝空处所。如君所言诚有是，君试从容听我语。若求国色始翻传，但恐人间废此舞。妍媸优劣宁相远，大都只在人抬举。李娟张态君莫嫌，亦拟随宜且教取。,
新秋,白居易,二毛生镜日，一叶落庭时。老去争由我，愁来欲泥谁？空销闲岁月，不见旧亲知。唯弄扶床女，时时强展眉。,
重赋,白居易,厚地植桑麻，所要济生民。生民理布帛，所求活一身。身外充征赋，上以奉君亲。国家定两税，本意在爱人。厥初防其淫，明敕内外臣。税外加一物，皆以枉法论。奈何岁月久，贪吏得因循。浚我以求宠，敛索无冬春。织绢未成匹，缲丝未盈斤。里胥迫我纳，不许暂逡巡。岁暮天地闭，阴风生破村。夜深烟火尽，霰雪白纷纷。幼者形不蔽，老者体无温。悲喘与寒气，并入鼻中辛。昨日输残税，因窥官库门。缯帛如山积，丝絮如云屯。号为羡馀物，随月献至尊。夺我身上暖，买尔眼前恩。进入琼林库，岁久化为尘。,
新秋,白居易,西风飘一叶，庭前飒已凉。风池明月水，衰莲白露房。其奈江南夜，绵绵自此长。,
重题,白居易,喜入山林初息影，厌趋朝市久劳生。早年薄有烟霞志，岁晚深谙世俗情。已许虎溪云里卧，不争龙尾道前行。从兹耳界应清静，免见啾啾毁誉声。长松树下小溪头，班鹿胎巾白布裘。药圃茶园为产业，野麋林鹤是交游。云生涧户衣裳润，岚隐山厨火烛幽。最爱一泉新引得，清泠屈曲绕阶流。日高睡足犹慵起，小阁重衾不怕寒。遗爱寺钟欹枕听，香炉峰雪拨帘看。匡庐便是逃名地，司马仍为送老官。心泰身宁是归处，故乡何独在长安？宦途自此心长别，世事从今口不言。岂止形骸同土木，兼将寿夭任乾坤。胸中壮气犹须遣，身外浮云何足论。还有一条遗恨事，高家门馆未酬恩。,
重题,白居易,泉石尚依依，林疏僧亦稀。何年辞水阁，今夜宿云扉。谩献长杨赋，虚抛薜荔衣。不能成一事，赢得白头归。,
和我年三首,白居易,我年五十七，荣名得几许。甲乙三道科，苏杭两州主。才能本浅薄，心力虚劳苦。可能随众人，终老于尘土？我年五十七，归去诚已迟。历官十五政，数若珠累累。野苹始宾荐，场苗初絷维。因读管萧书，窃慕大有为。及遭荣遇来，乃觉才力羸。黄纸诏频草，朱轮车载脂。妻孥及仆使，皆免寒与饥。省躬私自愧，知我者微之。永怀山阴守，未遂嵩阳期。如何坐留滞，头白江之湄？我年五十七，荣名得非少。报国竟何如，谋身犹未了。昔尝速官谤，恩大而惩小。一黜鹤辞轩，七年鱼在沼。将枯鳞再跃，经铩翮重矫。白日上昭昭，青云高渺渺。平生颇同病，老大相宜晓。紫绶足可荣，白头不为夭。夙怀慕箕颍，晚节期松筱。何当阙下来，同拜陈情表。,
寒闺怨,白居易,寒月沉沉洞房静，真珠帘外梧桐影。秋霜欲下手先知，灯底裁缝剪刀冷。,
自觉二首,白居易,四十未为老，忧伤早衰恶。前岁二毛生，今年一齿落。形骸日损耗，心事同萧索。夜寝与朝餐，其间味亦薄。同岁崔舍人，容光方灼灼。始知年与貌，衰盛随忧乐。畏老老转迫，忧病病弥缚。不畏复不忧，是除老病药。朝哭心所爱，暮哭心所亲。亲爱零落尽，安用身独存？几许平生欢，无限骨肉恩。结为肠间痛，聚作鼻头辛。悲来四支缓，泣尽双眸昏。所以年四十，心如七十人。我闻浮屠教，中有解脱门。置心为止水，视身如浮云。抖擞垢秽衣，度脱生死轮。胡为恋此苦，不去犹逡巡。回念发弘愿，愿此见在身。但受过去报，不结将来因。誓以智慧水，永洗烦恼尘。不将恩爱子，更种忧悲根！,
病起,白居易,病不出门无限时，今朝强出与谁期。经年不上江楼醉，劳动春风飏酒旗。,
观游鱼,白居易,绕池闲步看鱼游，正值儿童弄钓舟。一种爱鱼心各异，我来施食尔垂钩。,
牡丹芳,白居易,牡丹芳，牡丹芳，黄金蕊绽红玉房。千片赤英霞烂烂，百枝绛点灯煌煌。照地初开锦绣段，当风不结兰麝囊。仙人琪树白无色，王母桃花小不香。宿露轻盈泛紫艳，朝阳照耀生红光。红紫二色间深浅，向背万态随低昂。映叶多情隐羞面，卧丛无力含醉妆。低娇笑容疑掩口，凝思怨人如断肠。浓姿贵彩信奇绝，杂卉乱花无比方。石竹金钱何细碎，芙蓉芍药苦寻常。遂使王公与卿士，游花冠盖日相望。庳车软舆贵公主，香衫细马豪家郎。卫公宅静闭东院，西明寺深开北廊。戏蝶双舞看人久，残莺一声春日长。共愁日照芳难驻，仍张帷幕垂阴凉。花开花落二十日，一城之人皆若狂。三代以还文胜质，人心重华不重实。重华直至牡丹芳，其来有渐非今日。元和天子忧农桑，恤下动天天降祥。去岁嘉禾生九穗，田中寂寞无人至。今年瑞麦分两岐，君心独喜无人知。无人知，可叹息。我愿暂求造化力，减却牡丹妖艳色。少回卿士爱花心，同似吾君忧稼穑。,
答《桐花》,白居易,山木多蓊郁，兹桐独亭亭。叶重碧云片，花簇紫霞英。是时三月天，春暖山雨晴。夜色向月浅，暗香随风轻。行者多商贾，居者悉黎氓。无人解赏爱，有客独屏营。手攀花枝立，足蹋花影行。生怜不得所，死欲扬其声。截为天子琴，刻作古人形。云待我成器，荐之于穆清。诚是君子心，恐非草木情。胡为爱其华，而反伤其生。老龟被刳肠，不如无神灵。雄鸡自断尾，不愿为牺牲。况此好颜色，花紫叶青青。宜遂天地性，忍加刀斧刑。我思五丁力，拔入九重城。当君正殿栽，花叶生光晶。上对月中桂，下覆阶前蓂。泛拂香炉烟，隐映斧藻屏。为君布绿阴，当暑荫轩楹。沉沉绿满地，桃李不敢争。为君发清韵，风来如叩琼。泠泠声满耳，郑卫不足听。受君封植力，不独吐芬馨。助君行春令，开花应晴明。受君雨露恩，不独含芳荣。戒君无戏言，翦叶封弟兄。受君岁月功，不独资生成。为君长高枝，凤凰上头鸣。一鸣君万岁，寿如山不倾。再鸣万人泰，泰阶为之平。如何有此用，幽滞在岩坰。岁月不尔驻，孤芳坐凋零。请向桐枝上，为余题姓名。待余有势力，移尔献丹庭。,
春题湖上,白居易,湖上春来似画图，乱峰围绕水平铺。松排山面千重翠，月点波心一颗珠。碧毯线头抽早稻，青罗裙带展新蒲。未能抛得杭州去，一半句留是此湖。,描写春天
陵园妾,白居易,陵园妾，颜色如花命如叶。命如叶薄将奈何，一奉寝宫年月多。年月多，时光换，春愁秋思知何限。青丝发落丛鬓疏，红玉肤销系裙慢。忆昔宫中被妒猜，因谗得罪配陵来。老母啼呼趁车别，中官监送锁门回。山宫一闭无开日，未死此身不令出。松门到晓月裴回，柏城尽日风萧瑟。松门柏城幽闭深，闻蝉听燕感光阴。眼看菊蕊重阳泪，手把梨花寒食心。把花掩泪无人见，绿芜墙绕青苔院。四季徒支妆粉钱，三朝不识君王面。遥想六宫奉至尊，宣徽雪夜浴堂春。雨露之恩不及者，犹闻不啻三千人。三千人，我尔君恩何厚薄。愿令轮转直陵园，三岁一来均苦乐。,
长安道,白居易,花枝缺处青楼开，艳歌一曲酒一杯。美人劝我急行乐，自古朱颜不再来。君不见外州客，长安道，一回来，一回老。,
孟夏思渭村旧居寄舍弟,白居易,啧啧雀引雏，稍稍笋成竹。时物感人情，忆我故乡曲。故园渭水上，十载事樵牧。手种榆柳成，阴阴覆墙屋。兔隐豆苗肥，鸟鸣桑椹熟。前年当此时，与尔同游瞩。诗书课弟侄，农圃资童仆。日暮麦登场，天晴蚕坼簇。弄泉南涧坐，待月东亭宿。兴发饮数杯，闷来棋一局。一朝忽分散，万里仍羁束。井鲋思反泉，笼莺悔出谷。九江地卑湿，四月天炎燠。苦雨初入梅，瘴云稍含毒。泥秧水畦稻，灰种畬田粟。已讶殊岁时，仍嗟异风俗。闲登郡楼望，日落江山绿。归雁拂乡心，平湖断人目。殊方我漂泊，旧里君幽独。何时同一瓢，饮水心亦足。,
闲咏,白居易,步月怜清景，眠松爱绿阴。早年诗思苦，晚岁道情深。夜学禅多坐，秋牵兴暂吟。悠然两事外，无处更留心。,
题卢秘书夏日新栽竹二十韵,白居易,湘竹初封植，卢生此考槃。久持霜节苦，新托露根难。等度须当砌，疏稠要满阑。买怜分薄俸，栽称作闲官。叶翦蓝罗碎，茎抽玉琯端。几声清淅沥，一簇绿檀栾。未夜青岚入，先秋白露团。拂肩摇翡翠，熨手弄琅玕.韵透窗风起，阴铺砌月残。炎天闻觉冷，窄地见疑宽。梢动胜摇扇，枝低好挂冠。碧笼烟幕幕，珠洒雨珊珊。晚箨晴云展，阴芽蛰虺蟠。爱从抽马策，惜未截鱼竿。松韵徒烦听，桃夭不足观。梁惭当家杏，台陋本司兰。撑拨诗人兴，勾牵酒客欢。静连芦簟滑，凉拂葛衣单。岂止消时暑，应能保岁寒。莫同凡草木，一种夏中看。,
采地黄者,白居易,麦死春不雨，禾损秋早霜。岁晏无口食，田中采地黄。采之将何用，持以易餱粮。凌晨荷锄去，薄暮不盈筐。携来朱门家，卖与白面郎。与君啖肥马，可使照地光。愿易马残粟，救此苦饥肠。,
题周皓大夫新亭子二十二韵,白居易,东道常为主，南亭别待宾。规模何日创？景致一时新。广砌罗红药，疏窗荫绿筠。锁开宾阁晓，梯上妓楼春。置醴宁三爵，加笾过八珍。茶香飘紫笋，脍缕落红鳞。辉赫车舆闹，珍奇鸟兽驯。猕猴看枥马，鹦鹉唤家人。锦额帘高卷，银花盏慢巡。劝尝光禄酒，许看洛川神。周兼光禄卿，有家妓数十人。敛翠凝歌黛，流香动舞巾。裙翻绣鸂鵣，梳陷钿麒麟。笛怨音含楚，筝娇语带秦。侍儿催画烛，醉客吐文茵。投辖多连夜，鸣珂便达晨。入朝纡紫绶，待漏拥朱轮。贵介交三事，光荣照四邻。甘浓将奉客，稳暖不缘身。十载歌钟地，三朝节钺臣。爱才心倜傥，敦旧礼殷勤。门以招贤盛，家因好事贫。始知豪杰意，富贵为交亲。,
